text,intent,service,response,guide,entities
Film svp,hors_sujet,Aucun,Information reçue.,,
Blague,hors_sujet,Aucun,Votre demande est prise en compte.,,
Film,hors_sujet,Aucun,Votre demande est prise en compte.,,
Score match,hors_sujet,Aucun,Nous allons vous aider.,,
Blague,hors_sujet,Aucun,Nous allons vous aider.,,
Blague à Agoè,hors_sujet,Aucun,Merci pour votre message.,,lieu=Agoè
Hmmm Film,hors_sujet,Aucun,Merci pour votre message.,,
Blague svp,hors_sujet,Aucun,Merci pour votre message.,,
film,hors_sujet,Aucun,Information reçue.,,
film,hors_sujet,Aucun,Information reçue.,,
Blague à Kegue,hors_sujet,Aucun,Merci pour votre message.,,lieu=Kegue
Film,hors_sujet,Aucun,Merci pour votre message.,,
blague,hors_sujet,Aucun,Information reçue.,,
Film,hors_sujet,Aucun,Information reçue.,,
Film à Kegue,hors_sujet,Aucun,Nous allons vous aider.,,lieu=Kegue
Hmmm Score match,hors_sujet,Aucun,Information reçue.,,
Blague à Tsévié,hors_sujet,Aucun,Merci pour votre message.,,lieu=Tsévié
blague,hors_sujet,Aucun,Merci pour votre message.,,
score match,hors_sujet,Aucun,Merci pour votre message.,,
Film à Kegue,hors_sujet,Aucun,Votre demande est prise en compte.,,lieu=Kegue
Hmmm Film,hors_sujet,Aucun,Nous allons vous aider.,,
Film à Tsévié,hors_sujet,Aucun,Nous allons vous aider.,,lieu=Tsévié
Film,hors_sujet,Aucun,Votre demande est prise en compte.,,
blague,hors_sujet,Aucun,Merci pour votre message.,,
Film à Lomé,hors_sujet,Aucun,Votre demande est prise en compte.,,lieu=Lomé
score match,hors_sujet,Aucun,Merci pour votre message.,,
Film,hors_sujet,Aucun,Nous allons vous aider.,,
Je comprends pas svp,incomprehension,Aucun,Information reçue.,,
explique encore,incomprehension,Aucun,Votre demande est prise en compte.,,
Hmmm Pas clair,incomprehension,Aucun,Merci pour votre message.,,
Hmmm Pas clair,incomprehension,Aucun,Votre demande est prise en compte.,,
Explique encore svp,incomprehension,Aucun,Nous allons vous aider.,,
Explique encore à Agoè,incomprehension,Aucun,Votre demande est prise en compte.,,lieu=Agoè
Pas clair svp,incomprehension,Aucun,Merci pour votre message.,,
Je comprends pas à Kegue,incomprehension,Aucun,Merci pour votre message.,,lieu=Kegue
pas clair,incomprehension,Aucun,Merci pour votre message.,,
Pas clair svp,incomprehension,Aucun,Nous allons vous aider.,,
Explique encore,incomprehension,Aucun,Merci pour votre message.,,
Hmmm Explique encore,incomprehension,Aucun,Information reçue.,,
Je comprends pas svp,incomprehension,Aucun,Votre demande est prise en compte.,,
Pas clair svp,incomprehension,Aucun,Nous allons vous aider.,,
Pas clair,incomprehension,Aucun,Information reçue.,,
explique encore,incomprehension,Aucun,Information reçue.,,
Pas clair à Kegue,incomprehension,Aucun,Nous allons vous aider.,,lieu=Kegue
Hmmm Pas clair,incomprehension,Aucun,Votre demande est prise en compte.,,
je comprends pas,incomprehension,Aucun,Merci pour votre message.,,
Pas clair svp,incomprehension,Aucun,Votre demande est prise en compte.,,
Pas clair à Lomé,incomprehension,Aucun,Votre demande est prise en compte.,,lieu=Lomé
Explique encore,incomprehension,Aucun,Merci pour votre message.,,
pas clair,incomprehension,Aucun,Votre demande est prise en compte.,,
pas clair,incomprehension,Aucun,Merci pour votre message.,,
Explique encore à Kegue,incomprehension,Aucun,Nous allons vous aider.,,lieu=Kegue
pas clair,incomprehension,Aucun,Merci pour votre message.,,
Pas clair,incomprehension,Aucun,Nous allons vous aider.,,
Explique encore,incomprehension,Aucun,Votre demande est prise en compte.,,
pas clair,incomprehension,Aucun,Merci pour votre message.,,
Hmmm Pas clair,incomprehension,Aucun,Nous allons vous aider.,,
Je comprends pas à Lomé,incomprehension,Aucun,Information reçue.,,lieu=Lomé
pas clair,incomprehension,Aucun,Information reçue.,,
Explique encore svp,incomprehension,Aucun,Votre demande est prise en compte.,,
je comprends pas,incomprehension,Aucun,Merci pour votre message.,,
Pas clair svp,incomprehension,Aucun,Merci pour votre message.,,
explique encore,incomprehension,Aucun,Merci pour votre message.,,
Hmmm Pas clair,incomprehension,Aucun,Merci pour votre message.,,
je comprends pas,incomprehension,Aucun,Votre demande est prise en compte.,,
Je comprends pas svp,incomprehension,Aucun,Information reçue.,,
Pas clair à Kegue,incomprehension,Aucun,Nous allons vous aider.,,lieu=Kegue
explique encore,incomprehension,Aucun,Information reçue.,,
Hmmm Pas clair,incomprehension,Aucun,Merci pour votre message.,,
Pas clair,incomprehension,Aucun,Nous allons vous aider.,,
Hmmm Pas clair,incomprehension,Aucun,Information reçue.,,
Je comprends pas svp,incomprehension,Aucun,Merci pour votre message.,,
Explique encore,incomprehension,Aucun,Information reçue.,,
Je comprends pas,incomprehension,Aucun,Merci pour votre message.,,
je comprends pas,incomprehension,Aucun,Merci pour votre message.,,
Explique encore à Tsévié,incomprehension,Aucun,Votre demande est prise en compte.,,lieu=Tsévié
Pas clair,incomprehension,Aucun,Merci pour votre message.,,
Hmmm Je comprends pas,incomprehension,Aucun,Votre demande est prise en compte.,,
pas clair,incomprehension,Aucun,Nous allons vous aider.,,
Pas clair svp,incomprehension,Aucun,Votre demande est prise en compte.,,
Explique encore svp,incomprehension,Aucun,Merci pour votre message.,,
explique encore,incomprehension,Aucun,Nous allons vous aider.,,
Hmmm Explique encore,incomprehension,Aucun,Merci pour votre message.,,
Explique encore à Adidogomé,incomprehension,Aucun,Votre demande est prise en compte.,,lieu=Adidogomé
Explique encore,incomprehension,Aucun,Nous allons vous aider.,,
Explique encore svp,incomprehension,Aucun,Merci pour votre message.,,
Explique encore à Adidogomé,incomprehension,Aucun,Votre demande est prise en compte.,,lieu=Adidogomé
Pas clair à Lomé,incomprehension,Aucun,Votre demande est prise en compte.,,lieu=Lomé
Hmmm Pas clair,incomprehension,Aucun,Votre demande est prise en compte.,,
pas clair,incomprehension,Aucun,Votre demande est prise en compte.,,
Hmmm Pas clair,incomprehension,Aucun,Information reçue.,,
Hmmm Je comprends pas,incomprehension,Aucun,Information reçue.,,
Hmmm Je comprends pas,incomprehension,Aucun,Votre demande est prise en compte.,,
Pas clair svp,incomprehension,Aucun,Votre demande est prise en compte.,,
Je comprends pas à Kegue,incomprehension,Aucun,Information reçue.,,lieu=Kegue
Hmmm Je comprends pas,incomprehension,Aucun,Nous allons vous aider.,,
Pas clair,incomprehension,Aucun,Information reçue.,,
